"basket","pres","term_start","month","months_in","pci","pci_se","pci_lo","pci_hi","pci_raw","pci_smooth","pci_smooth_lo","pci_smooth_hi","n_outlets","n_headlines"
"full","Trump II",2025-01-20,2025-04-01,3,-31.29,3.64,-38.42,-24.16,-29.74,-28.79,-33.13,-24.45,19,1339
"full","Trump II",2025-01-20,2025-05-01,4,-23.51,3.73,-30.82,-16.2,-21.9,-26.38,-30.73,-22.04,18,1155
"full","Trump II",2025-01-20,2025-06-01,5,-25.44,3.83,-32.95,-17.94,-23.86,-23.37,-27.71,-19.03,17,990
"full","Trump II",2025-01-20,2025-07-01,6,-17.72,3.64,-24.85,-10.59,-16.18,-22.67,-27.01,-18.33,19,1082
"full","Trump II",2025-01-20,2025-08-01,7,-23.62,3.73,-30.93,-16.31,-22.11,-22.64,-26.99,-18.3,18,1127
"full","Trump II",2025-01-20,2025-09-01,8,-26.52,3.83,-34.03,-19.02,-24.28,-22.97,-27.31,-18.63,17,1047
"full","Trump II",2025-01-20,2025-10-01,9,-19.74,3.83,-27.25,-12.24,-17.5,-23.74,-27.69,-19.78,17,1088
"full","Trump II",2025-01-20,2025-11-01,10,-24.64,3.83,-32.14,-17.13,-22.4,-24.33,-29.24,-19.43,17,909
"full","Trump II",2025-01-20,2025-12-01,11,-25.85,3.63,-32.97,-18.73,-23.53,-24.95,-31.82,-18.07,19,1005
"core","Biden",2021-01-20,2021-01-01,0,-18.71,3.1,-24.79,-12.64,-2.64,-9.05,-22.76,4.65,7,303
"core","Biden",2021-01-20,2021-02-01,1,0.8,4.37,-7.77,9.36,1.07,-7.94,-17.73,1.85,7,338
"core","Biden",2021-01-20,2021-03-01,2,-3.12,4.37,-11.69,5.44,-2.86,-7.49,-15.39,0.4,7,315
"core","Biden",2021-01-20,2021-04-01,3,-0.8,4.37,-9.36,7.77,-0.53,-8.27,-16.93,0.39,7,381
"core","Biden",2021-01-20,2021-05-01,4,-24,4.72,-33.25,-14.76,-23.65,-11.55,-20.21,-2.88,6,264
"core","Biden",2021-01-20,2021-06-01,5,-11.68,4.72,-20.92,-2.43,-11.33,-16.68,-25.34,-8.01,6,250
"core","Biden",2021-01-20,2021-07-01,6,-11.42,4.72,-20.67,-2.18,-11.07,-22.26,-30.92,-13.59,6,248
"core","Biden",2021-01-20,2021-08-01,7,-41.59,5.16,-51.71,-31.47,-41.61,-26.1,-34.76,-17.44,5,232
"core","Biden",2021-01-20,2021-09-01,8,-29.17,4.72,-38.41,-19.92,-28.82,-28.98,-37.64,-20.31,6,273
"core","Biden",2021-01-20,2021-10-01,9,-25.82,4.72,-35.06,-16.57,-25.47,-26.1,-34.76,-17.43,6,226
"core","Biden",2021-01-20,2021-11-01,10,-21.76,4.72,-31,-12.51,-21.41,-22.43,-31.09,-13.77,6,218
"core","Biden",2021-01-20,2021-12-01,11,-14.64,4.72,-23.88,-5.39,-14.29,-20.47,-29.13,-11.8,6,206
"core","Biden",2021-01-20,2022-01-01,12,-28.89,4.72,-38.13,-19.64,-28.54,-17.61,-26.28,-8.95,6,209
"core","Biden",2021-01-20,2022-02-01,13,-6.94,4.37,-15.51,1.62,-6.67,-17.36,-26.02,-8.69,7,181
"core","Biden",2021-01-20,2022-03-01,14,-16.09,4.72,-25.33,-6.84,-15.74,-17.12,-25.78,-8.46,6,237
"core","Biden",2021-01-20,2022-04-01,15,-23.65,5.16,-33.77,-13.53,-23.67,-19.09,-27.75,-10.43,5,136
"core","Biden",2021-01-20,2022-05-01,16,-17.64,4.72,-26.89,-8.4,-17.29,-23.28,-31.94,-14.61,6,188
"core","Biden",2021-01-20,2022-06-01,17,-29.54,4.72,-38.78,-20.29,-29.19,-23.88,-32.55,-15.22,6,178
"core","Biden",2021-01-20,2022-07-01,18,-29.64,4.72,-38.88,-20.39,-29.29,-21.58,-30.24,-12.91,6,250
"core","Biden",2021-01-20,2022-08-01,19,-9.13,4.72,-18.38,0.11,-8.78,-17.95,-26.61,-9.28,6,162
"core","Biden",2021-01-20,2022-09-01,20,-13.86,4.37,-22.42,-5.29,-13.59,-13.77,-22.43,-5.11,7,166
"core","Biden",2021-01-20,2022-10-01,21,-12.16,5.16,-22.28,-2.04,-12.19,-11.8,-20.46,-3.14,5,147
"core","Biden",2021-01-20,2022-11-01,22,-13.64,4.72,-22.89,-4.4,-13.29,-10.65,-19.31,-1.99,6,175
"core","Biden",2021-01-20,2022-12-01,23,-3.43,4.72,-12.67,5.82,-3.08,-9.92,-18.58,-1.25,6,122
"core","Biden",2021-01-20,2023-01-01,24,-13.51,4.72,-22.75,-4.26,-13.16,-9.88,-18.55,-1.22,6,208
"core","Biden",2021-01-20,2023-02-01,25,-7.54,4.72,-16.79,1.7,-7.19,-12.2,-20.86,-3.54,6,213
"core","Biden",2021-01-20,2023-03-01,26,-18.27,4.72,-27.52,-9.03,-17.92,-14.67,-23.33,-6.01,6,192
"core","Biden",2021-01-20,2023-04-01,27,-15.43,4.72,-24.67,-6.18,-15.08,-14.59,-23.25,-5.93,6,165
"core","Biden",2021-01-20,2023-05-01,28,-21.82,4.72,-31.07,-12.58,-21.47,-12.18,-20.85,-3.52,6,184
"core","Biden",2021-01-20,2023-06-01,29,8.73,4.72,-0.52,17.97,9.08,-12.23,-20.89,-3.56,6,147
"core","Biden",2021-01-20,2023-07-01,30,-23.7,4.72,-32.94,-14.45,-23.35,-13.91,-22.58,-5.25,6,152
"core","Biden",2021-01-20,2023-08-01,31,-15.17,4.72,-24.41,-5.92,-14.82,-19.57,-28.23,-10.9,6,141
"core","Biden",2021-01-20,2023-09-01,32,-32.72,4.72,-41.97,-23.48,-32.37,-22.23,-30.89,-13.56,6,203
"core","Biden",2021-01-20,2023-10-01,33,-16.18,4.72,-25.42,-6.93,-15.83,-22.77,-31.43,-14.1,6,158
"core","Biden",2021-01-20,2023-11-01,34,-24.21,4.72,-33.46,-14.97,-23.87,-23.04,-31.7,-14.38,6,165
"core","Biden",2021-01-20,2023-12-01,35,-20.05,4.72,-29.3,-10.81,-19.7,-25.01,-33.68,-16.35,6,158
"core","Biden",2021-01-20,2024-01-01,36,-35.26,4.72,-44.5,-26.01,-34.91,-24.96,-33.62,-16.29,6,188
"core","Biden",2021-01-20,2024-02-01,37,-23.89,4.72,-33.13,-14.64,-23.54,-23.39,-32.06,-14.73,6,235
"core","Biden",2021-01-20,2024-03-01,38,-11.45,4.72,-20.69,-2.2,-11.1,-22.68,-31.34,-14.02,6,240
"core","Biden",2021-01-20,2024-04-01,39,-25.5,4.72,-34.75,-16.26,-25.15,-24.11,-32.77,-15.45,6,212
"core","Biden",2021-01-20,2024-05-01,40,-32.01,4.72,-41.25,-22.76,-31.66,-27.99,-36.65,-19.32,6,240
"core","Biden",2021-01-20,2024-06-01,41,-32.54,4.72,-41.78,-23.3,-32.19,-28.92,-37.59,-20.26,6,294
"core","Biden",2021-01-20,2024-07-01,42,-27.69,4.37,-36.26,-19.13,-27.42,-26.96,-35.62,-18.29,7,463
"core","Biden",2021-01-20,2024-08-01,43,-17.23,5.17,-27.36,-7.09,-16.63,-24.92,-33.58,-16.26,5,118
"core","Biden",2021-01-20,2024-09-01,44,-30.43,5.17,-40.56,-20.3,-29.83,-23.58,-32.25,-14.92,5,87
"core","Biden",2021-01-20,2024-10-01,45,-18.14,5.78,-29.46,-6.82,-17.95,-25.66,-34.32,-17,4,88
"core","Biden",2021-01-20,2024-11-01,46,-30.05,5.16,-40.18,-19.93,-30.08,-26.92,-34.81,-19.03,5,91
"core","Biden",2021-01-20,2024-12-01,47,-32.2,4.72,-41.45,-22.96,-31.85,-27.84,-37.63,-18.05,6,131
"core","Biden",2021-01-20,2025-01-01,48,-25.33,3.22,-31.63,-19.03,-22.58,-28.81,-42.55,-15.08,6,121
"core","Bush 41",1989-01-20,1989-01-01,0,0.47,3.1,-5.61,6.55,3.57,-6.83,-15.01,1.36,7,408
"core","Bush 41",1989-01-20,1989-02-01,1,-14.2,4.37,-22.77,-5.64,-13.93,-7.22,-13.07,-1.38,7,776
"core","Bush 41",1989-01-20,1989-03-01,2,-13.45,4.37,-22.02,-4.89,-13.18,-7.37,-12.08,-2.66,7,613
"core","Bush 41",1989-01-20,1989-04-01,3,-2.83,4.37,-11.39,5.74,-2.56,-6.8,-11.97,-1.63,7,627
"core","Bush 41",1989-01-20,1989-05-01,4,-3.65,4.37,-12.21,4.91,-3.38,-4.07,-9.24,1.11,7,686
"core","Bush 41",1989-01-20,1989-06-01,5,-1.83,4.37,-10.39,6.74,-1.56,-4.21,-9.38,0.96,7,590
"core","Bush 41",1989-01-20,1989-07-01,6,-4.79,4.37,-13.35,3.78,-4.52,-5.45,-10.63,-0.28,7,537
"core","Bush 41",1989-01-20,1989-08-01,7,-12.36,4.37,-20.92,-3.79,-12.09,-5.93,-11.1,-0.75,7,459
"core","Bush 41",1989-01-20,1989-09-01,8,-0.75,4.37,-9.31,7.82,-0.48,-6.54,-11.71,-1.37,7,670
"core","Bush 41",1989-01-20,1989-10-01,9,-7.75,4.37,-16.32,0.81,-7.48,-5.49,-10.66,-0.31,7,549
"core","Bush 41",1989-01-20,1989-11-01,10,-6.89,4.37,-15.46,1.67,-6.62,-4.33,-9.5,0.84,7,616
"core","Bush 41",1989-01-20,1989-12-01,11,-0.67,4.37,-9.23,7.9,-0.4,-3.59,-8.77,1.58,7,548
"core","Bush 41",1989-01-20,1990-01-01,12,-1.18,4.37,-9.75,7.38,-0.91,-2.82,-7.99,2.36,7,599
"core","Bush 41",1989-01-20,1990-02-01,13,-5.56,4.37,-14.13,3,-5.29,-3.51,-8.68,1.66,7,635
"core","Bush 41",1989-01-20,1990-03-01,14,-1.91,4.37,-10.48,6.65,-1.64,-5.46,-10.63,-0.28,7,490
"core","Bush 41",1989-01-20,1990-04-01,15,-10.52,4.37,-19.09,-1.96,-10.25,-6.84,-12.01,-1.67,7,445
"core","Bush 41",1989-01-20,1990-05-01,16,-6.66,4.37,-15.23,1.9,-6.4,-8.83,-14,-3.66,7,630
"core","Bush 41",1989-01-20,1990-06-01,17,-10.64,4.37,-19.2,-2.07,-10.37,-9.9,-15.07,-4.73,7,516
"core","Bush 41",1989-01-20,1990-07-01,18,-13,4.37,-21.56,-4.44,-12.73,-9.55,-14.72,-4.38,7,482
"core","Bush 41",1989-01-20,1990-08-01,19,-7.52,4.37,-16.09,1.04,-7.25,-9.19,-14.36,-4.01,7,553
"core","Bush 41",1989-01-20,1990-09-01,20,-4.96,4.37,-13.52,3.61,-4.69,-8.98,-14.15,-3.8,7,530
"core","Bush 41",1989-01-20,1990-10-01,21,-13.57,4.37,-22.13,-5,-13.3,-9.36,-14.54,-4.19,7,664
"core","Bush 41",1989-01-20,1990-11-01,22,-8.44,4.37,-17,0.13,-8.17,-9.67,-14.85,-4.5,7,687
"core","Bush 41",1989-01-20,1990-12-01,23,-12.8,4.37,-21.36,-4.23,-12.53,-8.26,-13.43,-3.08,7,562
"core","Bush 41",1989-01-20,1991-01-01,24,0.07,4.37,-8.49,8.64,0.34,-6.7,-11.87,-1.52,7,673
"core","Bush 41",1989-01-20,1991-02-01,25,-10.77,4.37,-19.34,-2.21,-10.51,-5.46,-10.64,-0.29,7,657
"core","Bush 41",1989-01-20,1991-03-01,26,1.72,4.37,-6.85,10.28,1.99,-6.62,-11.8,-1.45,7,526
"core","Bush 41",1989-01-20,1991-04-01,27,-15.48,4.37,-24.05,-6.92,-15.22,-7.56,-12.73,-2.39,7,464
"core","Bush 41",1989-01-20,1991-05-01,28,-3.93,4.37,-12.5,4.63,-3.66,-9.77,-14.94,-4.59,7,708
"core","Bush 41",1989-01-20,1991-06-01,29,-14.72,4.37,-23.28,-6.16,-14.45,-10.19,-15.36,-5.02,7,474
"core","Bush 41",1989-01-20,1991-07-01,30,-10.67,4.37,-19.23,-2.1,-10.4,-9.57,-14.74,-4.39,7,562
"core","Bush 41",1989-01-20,1991-08-01,31,-6.71,4.37,-15.28,1.85,-6.45,-9.18,-14.35,-4,7,490
"core","Bush 41",1989-01-20,1991-09-01,32,-6.14,4.37,-14.7,2.43,-5.87,-10.1,-15.27,-4.93,7,569
"core","Bush 41",1989-01-20,1991-10-01,33,-14.66,4.37,-23.22,-6.09,-14.39,-12.5,-17.68,-7.33,7,506
"core","Bush 41",1989-01-20,1991-11-01,34,-17.88,4.37,-26.44,-9.31,-17.61,-14.83,-20.01,-9.66,7,598
"core","Bush 41",1989-01-20,1991-12-01,35,-14.63,4.37,-23.19,-6.06,-14.36,-16.64,-21.81,-11.47,7,617
"core","Bush 41",1989-01-20,1992-01-01,36,-15.76,4.37,-24.32,-7.19,-15.49,-16.95,-22.12,-11.78,7,952
"core","Bush 41",1989-01-20,1992-02-01,37,-23.46,4.37,-32.03,-14.9,-23.19,-14.64,-19.81,-9.46,7,828
"core","Bush 41",1989-01-20,1992-03-01,38,-8.68,4.37,-17.25,-0.12,-8.41,-11.66,-16.83,-6.48,7,750
"core","Bush 41",1989-01-20,1992-04-01,39,-1.72,4.37,-10.29,6.84,-1.46,-9.09,-14.27,-3.92,7,499
"core","Bush 41",1989-01-20,1992-05-01,40,-11.3,4.37,-19.87,-2.74,-11.04,-9.66,-14.83,-4.49,7,631
"core","Bush 41",1989-01-20,1992-06-01,41,-11.3,4.37,-19.87,-2.74,-11.04,-13.73,-18.91,-8.56,7,690
"core","Bush 41",1989-01-20,1992-07-01,42,-22.09,4.37,-30.65,-13.52,-21.82,-16.21,-21.38,-11.04,7,771
"core","Bush 41",1989-01-20,1992-08-01,43,-17.56,4.37,-26.13,-9,-17.29,-16.97,-22.15,-11.8,7,1341
"core","Bush 41",1989-01-20,1992-09-01,44,-13.37,4.37,-21.93,-4.81,-13.1,-16.93,-22.1,-11.76,7,1111
"core","Bush 41",1989-01-20,1992-10-01,45,-17.08,4.37,-25.64,-8.52,-16.81,-15.66,-20.83,-10.48,7,1283
"core","Bush 41",1989-01-20,1992-11-01,46,-19.97,4.37,-28.53,-11.4,-19.7,-12.86,-17.57,-8.15,7,471
"core","Bush 41",1989-01-20,1992-12-01,47,-4.47,4.37,-13.04,4.09,-4.2,-10.37,-16.21,-4.52,7,304
"core","Bush 41",1989-01-20,1993-01-01,48,-8.38,3.1,-14.46,-2.31,-10.42,-7.4,-15.6,0.8,7,286
"core","Bush 43",2001-01-20,2001-01-01,0,-5.29,3.1,-11.36,0.79,-4.71,-5.87,-14.15,2.41,7,392
"core","Bush 43",2001-01-20,2001-02-01,1,-7.5,4.37,-16.07,1.06,-7.23,-8.62,-14.54,-2.71,7,606
"core","Bush 43",2001-01-20,2001-03-01,2,-11.94,4.37,-20.51,-3.38,-11.68,-11.02,-15.79,-6.25,7,679
"core","Bush 43",2001-01-20,2001-04-01,3,-18.72,4.37,-27.28,-10.15,-18.45,-13.16,-18.4,-7.93,7,612
"core","Bush 43",2001-01-20,2001-05-01,4,-11.27,4.37,-19.84,-2.71,-11,-12.43,-17.67,-7.2,7,637
"core","Bush 43",2001-01-20,2001-06-01,5,-10.87,4.37,-19.44,-2.31,-10.61,-10.42,-15.66,-5.19,7,525
"core","Bush 43",2001-01-20,2001-07-01,6,-4.15,4.37,-12.72,4.41,-3.88,-9.09,-14.33,-3.86,7,510
"core","Bush 43",2001-01-20,2001-08-01,7,-14.72,4.37,-23.29,-6.16,-14.46,-7.05,-12.29,-1.82,7,462
"core","Bush 43",2001-01-20,2001-09-01,8,-2.11,4.37,-10.67,6.46,-1.84,-5.2,-10.43,0.04,7,541
"core","Bush 43",2001-01-20,2001-10-01,9,-1.33,4.72,-10.57,7.92,-1.38,-3.12,-8.35,2.12,6,409
"core","Bush 43",2001-01-20,2001-11-01,10,-0.59,4.37,-9.15,7.98,-0.32,-3.42,-8.65,1.82,7,386
"core","Bush 43",2001-01-20,2001-12-01,11,-5.7,4.72,-14.95,3.54,-5.76,-5.6,-10.84,-0.37,6,320
"core","Bush 43",2001-01-20,2002-01-01,12,-12.36,4.37,-20.92,-3.79,-12.09,-6.81,-12.05,-1.58,7,465
"core","Bush 43",2001-01-20,2002-02-01,13,-5.11,4.37,-13.67,3.45,-4.84,-7.39,-12.62,-2.15,7,509
"core","Bush 43",2001-01-20,2002-03-01,14,-4.32,4.37,-12.89,4.24,-4.06,-8.03,-13.26,-2.79,7,442
"core","Bush 43",2001-01-20,2002-04-01,15,-10.73,4.37,-19.29,-2.16,-10.46,-9.04,-14.27,-3.8,7,350
"core","Bush 43",2001-01-20,2002-05-01,16,-14.88,4.37,-23.44,-6.31,-14.61,-10.43,-15.66,-5.19,7,411
"core","Bush 43",2001-01-20,2002-06-01,17,-5.23,4.37,-13.8,3.33,-4.96,-11.57,-16.8,-6.33,7,467
"core","Bush 43",2001-01-20,2002-07-01,18,-16.29,4.37,-24.85,-7.72,-16.02,-11.56,-16.79,-6.32,7,440
"core","Bush 43",2001-01-20,2002-08-01,19,-9.98,4.37,-18.55,-1.42,-9.72,-11.71,-16.95,-6.48,7,361
"core","Bush 43",2001-01-20,2002-09-01,20,-14.92,4.37,-23.49,-6.36,-14.66,-8.5,-13.73,-3.26,7,465
"core","Bush 43",2001-01-20,2002-10-01,21,-3.2,4.37,-11.76,5.37,-2.93,-4.04,-9.27,1.2,7,430
"core","Bush 43",2001-01-20,2002-11-01,22,7.95,4.37,-0.61,16.52,8.22,-2.24,-7.48,2.99,7,383
"core","Bush 43",2001-01-20,2002-12-01,23,-3.34,4.37,-11.9,5.22,-3.07,-4.2,-9.44,1.03,7,416
"core","Bush 43",2001-01-20,2003-01-01,24,-13.53,4.37,-22.09,-4.96,-13.26,-9.16,-14.4,-3.93,7,696
"core","Bush 43",2001-01-20,2003-02-01,25,-14.93,4.37,-23.49,-6.36,-14.66,-11.89,-17.13,-6.66,7,507
"core","Bush 43",2001-01-20,2003-03-01,26,-13.87,4.37,-22.44,-5.31,-13.6,-10.79,-16.02,-5.56,7,533
"core","Bush 43",2001-01-20,2003-04-01,27,-2.49,4.72,-11.74,6.75,-2.55,-9.24,-14.48,-4.01,6,374
"core","Bush 43",2001-01-20,2003-05-01,28,-9.87,4.37,-18.44,-1.31,-9.61,-8.39,-13.62,-3.15,7,473
"core","Bush 43",2001-01-20,2003-06-01,29,-9.47,4.37,-18.04,-0.91,-9.2,-10.46,-15.7,-5.23,7,417
"core","Bush 43",2001-01-20,2003-07-01,30,-10.98,4.72,-20.23,-1.74,-11.04,-14.11,-19.34,-8.87,6,555
"core","Bush 43",2001-01-20,2003-08-01,31,-21.47,4.72,-30.72,-12.23,-21.53,-16.5,-21.73,-11.26,6,253
"core","Bush 43",2001-01-20,2003-09-01,32,-20.33,4.37,-28.89,-11.77,-20.06,-17.96,-23.2,-12.73,7,428
"core","Bush 43",2001-01-20,2003-10-01,33,-13.55,4.37,-22.11,-4.98,-13.28,-17.56,-22.8,-12.33,7,459
"core","Bush 43",2001-01-20,2003-11-01,34,-20.46,4.72,-29.71,-11.22,-20.52,-15.44,-20.67,-10.2,6,392
"core","Bush 43",2001-01-20,2003-12-01,35,-10.64,4.37,-19.2,-2.08,-10.37,-14.23,-19.46,-8.99,7,361
"core","Bush 43",2001-01-20,2004-01-01,36,-13.26,4.37,-21.82,-4.7,-12.99,-13.99,-19.22,-8.75,7,549
"core","Bush 43",2001-01-20,2004-02-01,37,-11.73,4.37,-20.29,-3.16,-11.46,-14.78,-20.02,-9.55,7,621
"core","Bush 43",2001-01-20,2004-03-01,38,-23.97,4.37,-32.53,-15.4,-23.7,-15.2,-20.44,-9.97,7,584
"core","Bush 43",2001-01-20,2004-04-01,39,-8.06,4.37,-16.63,0.5,-7.8,-16.02,-21.26,-10.79,7,590
"core","Bush 43",2001-01-20,2004-05-01,40,-19.21,4.37,-27.78,-10.65,-18.95,-15.77,-21.01,-10.54,7,532
"core","Bush 43",2001-01-20,2004-06-01,41,-14.61,4.37,-23.17,-6.04,-14.34,-16.24,-21.47,-11,7,518
"core","Bush 43",2001-01-20,2004-07-01,42,-20.47,4.37,-29.03,-11.9,-20.2,-15.29,-20.53,-10.06,7,488
"core","Bush 43",2001-01-20,2004-08-01,43,-10.6,4.37,-19.16,-2.04,-10.33,-12.89,-18.12,-7.65,7,627
"core","Bush 43",2001-01-20,2004-09-01,44,-10.29,4.37,-18.85,-1.73,-10.02,-8.35,-13.59,-3.12,7,760
"core","Bush 43",2001-01-20,2004-10-01,45,-4.96,4.37,-13.52,3.61,-4.69,-3.71,-8.94,1.53,7,782
"core","Bush 43",2001-01-20,2004-11-01,46,6.39,4.37,-2.17,14.96,6.66,-1.77,-7,3.47,7,593
"core","Bush 43",2001-01-20,2004-12-01,47,-2.21,4.37,-10.78,6.35,-1.94,-1.97,-7.21,3.26,7,404
"core","Bush 43",2001-01-20,2005-01-01,48,-7.33,4.37,-15.9,1.23,-7.06,-4.94,-10.18,0.29,7,462
"core","Bush 43",2001-01-20,2005-02-01,49,-6,4.37,-14.56,2.57,-5.73,-8.77,-14.01,-3.54,7,542
"core","Bush 43",2001-01-20,2005-03-01,50,-13.72,4.72,-22.96,-4.47,-13.78,-10.9,-16.13,-5.66,6,351
"core","Bush 43",2001-01-20,2005-04-01,51,-14.3,4.72,-23.55,-5.06,-14.36,-13.11,-18.35,-7.88,6,248
"core","Bush 43",2001-01-20,2005-05-01,52,-10.21,4.37,-18.78,-1.65,-9.94,-14.84,-20.07,-9.6,7,310
"core","Bush 43",2001-01-20,2005-06-01,53,-22.7,4.37,-31.27,-14.14,-22.43,-14.08,-19.32,-8.85,7,291
"core","Bush 43",2001-01-20,2005-07-01,54,-10.44,4.72,-19.68,-1.19,-10.49,-13.16,-18.4,-7.93,6,339
"core","Bush 43",2001-01-20,2005-08-01,55,-8.4,4.72,-17.64,0.85,-8.46,-12.97,-18.2,-7.73,6,239
"core","Bush 43",2001-01-20,2005-09-01,56,-11.7,4.72,-20.95,-2.46,-11.76,-15.09,-20.33,-9.86,6,390
"core","Bush 43",2001-01-20,2005-10-01,57,-26.05,4.37,-34.62,-17.49,-25.79,-16.61,-21.85,-11.38,7,394
"core","Bush 43",2001-01-20,2005-11-01,58,-18.54,4.37,-27.11,-9.98,-18.28,-15.66,-20.9,-10.43,7,380
"core","Bush 43",2001-01-20,2005-12-01,59,-5.41,4.37,-13.98,3.15,-5.15,-13.01,-18.25,-7.78,7,347
"core","Bush 43",2001-01-20,2006-01-01,60,-11,4.37,-19.56,-2.43,-10.73,-11.9,-17.13,-6.66,7,294
"core","Bush 43",2001-01-20,2006-02-01,61,-12.77,4.37,-21.34,-4.21,-12.5,-14.16,-19.4,-8.93,7,357
"core","Bush 43",2001-01-20,2006-03-01,62,-22.23,4.37,-30.79,-13.67,-21.96,-16.17,-21.41,-10.94,7,347
"core","Bush 43",2001-01-20,2006-04-01,63,-14.33,4.37,-22.9,-5.77,-14.06,-16.59,-21.83,-11.36,7,308
"core","Bush 43",2001-01-20,2006-05-01,64,-17.42,4.72,-26.66,-8.17,-17.47,-14.85,-20.09,-9.62,6,304
"core","Bush 43",2001-01-20,2006-06-01,65,-10.33,4.37,-18.89,-1.76,-10.06,-12.79,-18.02,-7.55,7,235
"core","Bush 43",2001-01-20,2006-07-01,66,-13.03,4.72,-22.28,-3.79,-13.09,-10.48,-15.72,-5.25,6,271
"core","Bush 43",2001-01-20,2006-08-01,67,-5.81,4.72,-15.06,3.43,-5.87,-9.45,-14.68,-4.21,6,185
"core","Bush 43",2001-01-20,2006-09-01,68,-8.59,4.37,-17.15,-0.02,-8.32,-9.62,-14.85,-4.39,7,302
"core","Bush 43",2001-01-20,2006-10-01,69,-12.02,4.72,-21.26,-2.77,-12.07,-10.47,-15.71,-5.24,6,235
"core","Bush 43",2001-01-20,2006-11-01,70,-12.78,4.72,-22.03,-3.54,-12.84,-12.74,-17.97,-7.5,6,268
"core","Bush 43",2001-01-20,2006-12-01,71,-9.6,4.72,-18.85,-0.36,-9.66,-16.21,-21.44,-10.97,6,229
"core","Bush 43",2001-01-20,2007-01-01,72,-26.64,4.37,-35.21,-18.08,-26.37,-18.63,-23.86,-13.39,7,468
"core","Bush 43",2001-01-20,2007-02-01,73,-21.4,4.72,-30.64,-12.15,-21.45,-19.89,-25.12,-14.65,6,231
"core","Bush 43",2001-01-20,2007-03-01,74,-17.5,4.72,-26.74,-8.25,-17.55,-17.83,-23.06,-12.59,6,287
"core","Bush 43",2001-01-20,2007-04-01,75,-14.65,4.72,-23.89,-5.4,-14.7,-14.99,-20.23,-9.76,6,209
"core","Bush 43",2001-01-20,2007-05-01,76,-8.92,4.37,-17.48,-0.35,-8.65,-13.84,-19.07,-8.6,7,257
"core","Bush 43",2001-01-20,2007-06-01,77,-18.7,4.72,-27.95,-9.46,-18.76,-13.18,-18.41,-7.94,6,249
"core","Bush 43",2001-01-20,2007-07-01,78,-9.72,4.37,-18.29,-1.16,-9.45,-12.62,-17.86,-7.39,7,306
"core","Bush 43",2001-01-20,2007-08-01,79,-15.61,4.72,-24.86,-6.37,-15.67,-10.49,-15.72,-5.25,6,186
"core","Bush 43",2001-01-20,2007-09-01,80,-1.44,4.72,-10.68,7.81,-1.49,-9.91,-15.14,-4.67,6,255
"core","Bush 43",2001-01-20,2007-10-01,81,-12.72,4.72,-21.97,-3.48,-12.78,-9.83,-15.06,-4.59,6,159
"core","Bush 43",2001-01-20,2007-11-01,82,-12.55,4.72,-21.79,-3.3,-12.61,-10.89,-16.13,-5.66,6,208
"core","Bush 43",2001-01-20,2007-12-01,83,-10.24,4.37,-18.8,-1.67,-9.97,-11.39,-16.63,-6.16,7,185
"core","Bush 43",2001-01-20,2008-01-01,84,-12.59,4.72,-21.84,-3.35,-12.65,-9.76,-15,-4.53,6,248
"core","Bush 43",2001-01-20,2008-02-01,85,-7.32,4.72,-16.56,1.93,-7.37,-7.05,-12.29,-1.82,6,171
"core","Bush 43",2001-01-20,2008-03-01,86,-3.91,4.72,-13.15,5.34,-3.96,-5.43,-10.66,-0.19,6,148
"core","Bush 43",2001-01-20,2008-04-01,87,3.03,4.37,-5.53,11.6,3.3,-7.28,-12.52,-2.05,7,183
"core","Bush 43",2001-01-20,2008-05-01,88,-19.46,4.72,-28.71,-10.22,-19.52,-9.38,-14.62,-4.15,6,167
"core","Bush 43",2001-01-20,2008-06-01,89,-14.27,4.72,-23.51,-5.02,-14.32,-11.15,-16.38,-5.91,6,138
"core","Bush 43",2001-01-20,2008-07-01,90,-5.2,5.17,-15.33,4.94,-5.09,-10.04,-15.27,-4.81,5,146
"core","Bush 43",2001-01-20,2008-08-01,91,-10.31,5.17,-20.44,-0.18,-10.2,-7.7,-12.93,-2.46,5,102
"core","Bush 43",2001-01-20,2008-09-01,92,-2.98,4.72,-12.22,6.27,-3.04,-7.77,-13,-2.53,6,125
"core","Bush 43",2001-01-20,2008-10-01,93,-12.1,4.72,-21.34,-2.85,-12.16,-8.44,-13.68,-3.21,6,97
"core","Bush 43",2001-01-20,2008-11-01,94,-6.44,4.72,-15.69,2.8,-6.5,-7.96,-12.73,-3.19,6,99
"core","Bush 43",2001-01-20,2008-12-01,95,-15.2,4.72,-24.44,-5.95,-15.25,-6.57,-12.48,-0.65,6,134
"core","Bush 43",2001-01-20,2009-01-01,96,1.28,3.22,-5.02,7.58,-3.6,-4.93,-13.24,3.37,6,97
"core","Carter",1977-01-20,1977-01-01,0,0.2,3.1,-5.87,6.28,-2.93,-0.05,-6.53,6.43,7,351
"core","Carter",1977-01-20,1977-02-01,1,-1.43,4.37,-10,7.13,-1.17,-1.92,-6.55,2.71,7,738
"core","Carter",1977-01-20,1977-03-01,2,-3.94,4.37,-12.5,4.63,-3.67,-3.66,-7.39,0.07,7,814
"core","Carter",1977-01-20,1977-04-01,3,-8.69,4.37,-17.26,-0.13,-8.43,-5.38,-9.47,-1.28,7,804
