"basket","pres","term_start","month","months_in","pci","pci_se","pci_lo","pci_hi","pci_raw","pci_smooth","pci_smooth_lo","pci_smooth_hi","n_outlets","n_headlines"
"core","Carter",1977-01-20,1977-05-01,4,-2.27,4.37,-10.84,6.29,-2.01,-6.63,-10.73,-2.53,7,747
"core","Carter",1977-01-20,1977-06-01,5,-11.45,4.37,-20.01,-2.89,-11.18,-6.5,-10.6,-2.4,7,607
"core","Carter",1977-01-20,1977-07-01,6,-4.21,4.37,-12.78,4.35,-3.95,-7.36,-11.46,-3.27,7,645
"core","Carter",1977-01-20,1977-08-01,7,-6.81,4.37,-15.38,1.75,-6.55,-8.66,-12.75,-4.56,7,570
"core","Carter",1977-01-20,1977-09-01,8,-12.46,4.37,-21.02,-3.9,-12.19,-10.54,-14.63,-6.44,7,560
"core","Carter",1977-01-20,1977-10-01,9,-12.82,4.37,-21.39,-4.26,-12.56,-12.4,-16.49,-8.3,7,637
"core","Carter",1977-01-20,1977-11-01,10,-15.06,4.37,-23.63,-6.5,-14.79,-12.15,-16.24,-8.05,7,439
"core","Carter",1977-01-20,1977-12-01,11,-9.78,4.37,-18.34,-1.21,-9.51,-10.35,-14.44,-6.25,7,532
"core","Carter",1977-01-20,1978-01-01,12,-7.81,4.37,-16.37,0.75,-7.54,-7.98,-12.07,-3.88,7,623
"core","Carter",1977-01-20,1978-02-01,13,-3.91,4.37,-12.47,4.66,-3.64,-7.22,-11.31,-3.12,7,425
"core","Carter",1977-01-20,1978-03-01,14,-7.17,4.37,-15.73,1.4,-6.9,-8.09,-12.19,-4,7,516
"core","Carter",1977-01-20,1978-04-01,15,-12.73,4.37,-21.3,-4.17,-12.47,-9.56,-13.66,-5.46,7,595
"core","Carter",1977-01-20,1978-05-01,16,-9.86,4.37,-18.43,-1.3,-9.59,-11.67,-15.77,-7.58,7,544
"core","Carter",1977-01-20,1978-06-01,17,-11.46,4.37,-20.02,-2.9,-11.19,-13.18,-17.28,-9.08,7,513
"core","Carter",1977-01-20,1978-07-01,18,-19.21,4.37,-27.77,-10.64,-18.94,-12.12,-16.21,-8.02,7,437
"core","Carter",1977-01-20,1978-08-01,19,-11.62,4.37,-20.19,-3.06,-11.35,-8.37,-12.47,-4.27,7,385
"core","Carter",1977-01-20,1978-09-01,20,3.03,4.72,-6.22,12.28,2.81,-4,-8.1,0.1,6,351
"core","Carter",1977-01-20,1978-10-01,21,2.61,4.72,-6.64,11.85,2.39,-1.78,-5.87,2.32,6,416
"core","Carter",1977-01-20,1978-11-01,22,-6.39,4.37,-14.95,2.18,-6.12,-3.42,-7.52,0.68,7,402
"core","Carter",1977-01-20,1978-12-01,23,-5.01,4.37,-13.57,3.56,-4.74,-7.22,-11.32,-3.12,7,427
"core","Carter",1977-01-20,1979-01-01,24,-12.71,4.37,-21.28,-4.15,-12.45,-9.03,-13.12,-4.93,7,485
"core","Carter",1977-01-20,1979-02-01,25,-11.46,4.37,-20.02,-2.89,-11.19,-9.48,-13.58,-5.39,7,416
"core","Carter",1977-01-20,1979-03-01,26,-5.14,4.37,-13.71,3.42,-4.88,-9.76,-13.85,-5.66,7,536
"core","Carter",1977-01-20,1979-04-01,27,-11.15,4.37,-19.71,-2.59,-10.88,-8.84,-12.93,-4.74,7,420
"core","Carter",1977-01-20,1979-05-01,28,-12.12,4.37,-20.68,-3.55,-11.85,-8,-12.1,-3.9,7,484
"core","Carter",1977-01-20,1979-06-01,29,-0.65,4.37,-9.22,7.91,-0.39,-7.91,-12.01,-3.82,7,528
"core","Carter",1977-01-20,1979-07-01,30,-9.81,4.37,-18.37,-1.24,-9.54,-7.05,-11.14,-2.95,7,662
"core","Carter",1977-01-20,1979-08-01,31,-9.89,4.37,-18.45,-1.32,-9.62,-6.23,-10.33,-2.14,7,453
"core","Carter",1977-01-20,1979-09-01,32,-3.16,4.37,-11.73,5.4,-2.9,-4.89,-8.99,-0.8,7,527
"core","Carter",1977-01-20,1979-10-01,33,-0.02,4.37,-8.58,8.55,0.25,-2.42,-6.52,1.68,7,484
"core","Carter",1977-01-20,1979-11-01,34,-4.65,4.37,-13.21,3.92,-4.38,-0.06,-4.15,4.04,7,464
"core","Carter",1977-01-20,1979-12-01,35,5.76,4.37,-2.8,14.33,6.03,0.8,-3.3,4.9,7,442
"core","Carter",1977-01-20,1980-01-01,36,1.23,4.37,-7.34,9.79,1.49,0.6,-3.49,4.7,7,543
"core","Carter",1977-01-20,1980-02-01,37,0.26,4.37,-8.3,8.83,0.53,-2.22,-6.32,1.88,7,453
"core","Carter",1977-01-20,1980-03-01,38,-8.28,4.37,-16.84,0.29,-8.01,-5.2,-9.3,-1.1,7,616
"core","Carter",1977-01-20,1980-04-01,39,-10.62,4.37,-19.19,-2.06,-10.36,-7.16,-11.26,-3.07,7,547
"core","Carter",1977-01-20,1980-05-01,40,-2.9,4.37,-11.47,5.66,-2.64,-8.45,-12.55,-4.35,7,485
"core","Carter",1977-01-20,1980-06-01,41,-12.73,4.37,-21.29,-4.17,-12.46,-7.51,-11.61,-3.41,7,563
"core","Carter",1977-01-20,1980-07-01,42,-8.02,4.37,-16.59,0.54,-7.75,-6.67,-10.77,-2.58,7,554
"core","Carter",1977-01-20,1980-08-01,43,0.06,4.37,-8.51,8.62,0.32,-6.25,-10.35,-2.15,7,788
"core","Carter",1977-01-20,1980-09-01,44,-8.32,4.37,-16.88,0.24,-8.05,-6.43,-10.52,-2.33,7,626
"core","Carter",1977-01-20,1980-10-01,45,-8.04,4.37,-16.6,0.53,-7.77,-8.69,-12.79,-4.59,7,835
"core","Carter",1977-01-20,1980-11-01,46,-11.88,4.37,-20.44,-3.31,-11.61,-9.24,-12.97,-5.5,7,304
"core","Carter",1977-01-20,1980-12-01,47,-12.08,4.37,-20.65,-3.52,-11.81,-9.33,-13.95,-4.7,7,164
"core","Carter",1977-01-20,1981-01-01,48,-5.96,3.1,-12.03,0.12,-9.38,-9.15,-15.65,-2.66,7,179
"core","Clinton",1993-01-20,1993-01-01,0,-8.38,3.1,-14.46,-2.31,-5.82,-5.33,-12.6,1.94,7,732
"core","Clinton",1993-01-20,1993-02-01,1,-6.94,4.37,-15.5,1.63,-6.67,-6.81,-12,-1.62,7,1511
"core","Clinton",1993-01-20,1993-03-01,2,0.59,4.37,-7.98,9.15,0.85,-8.53,-12.72,-4.35,7,1072
"core","Clinton",1993-01-20,1993-04-01,3,-15.65,4.37,-24.21,-7.08,-15.38,-10.19,-14.78,-5.6,7,1101
"core","Clinton",1993-01-20,1993-05-01,4,-15.07,4.37,-23.63,-6.51,-14.8,-11.74,-16.34,-7.15,7,1153
"core","Clinton",1993-01-20,1993-06-01,5,-12.89,4.37,-21.46,-4.33,-12.62,-10.65,-15.24,-6.06,7,940
"core","Clinton",1993-01-20,1993-07-01,6,-1.56,4.37,-10.12,7.01,-1.29,-8.42,-13.01,-3.82,7,868
"core","Clinton",1993-01-20,1993-08-01,7,-11.19,4.37,-19.76,-2.63,-10.93,-6.21,-10.81,-1.62,7,683
"core","Clinton",1993-01-20,1993-09-01,8,-2.88,4.37,-11.44,5.69,-2.61,-5.61,-10.2,-1.01,7,978
"core","Clinton",1993-01-20,1993-10-01,9,-5.71,4.37,-14.28,2.85,-5.44,-4.93,-9.52,-0.33,7,895
"core","Clinton",1993-01-20,1993-11-01,10,-2.92,4.37,-11.49,5.64,-2.65,-5.16,-9.75,-0.56,7,686
"core","Clinton",1993-01-20,1993-12-01,11,-6.81,4.37,-15.37,1.76,-6.54,-6.63,-11.23,-2.04,7,670
"core","Clinton",1993-01-20,1994-01-01,12,-8.21,4.37,-16.77,0.35,-7.94,-8.71,-13.3,-4.11,7,863
"core","Clinton",1993-01-20,1994-02-01,13,-12.52,4.37,-21.08,-3.96,-12.25,-10.6,-15.19,-6.01,7,749
"core","Clinton",1993-01-20,1994-03-01,14,-11.02,4.37,-19.59,-2.46,-10.76,-12.04,-16.64,-7.45,7,754
"core","Clinton",1993-01-20,1994-04-01,15,-13.93,4.37,-22.49,-5.36,-13.66,-12.02,-16.61,-7.42,7,586
"core","Clinton",1993-01-20,1994-05-01,16,-12.73,4.37,-21.3,-4.17,-12.46,-11.36,-15.96,-6.77,7,762
"core","Clinton",1993-01-20,1994-06-01,17,-6.77,4.37,-15.34,1.79,-6.5,-11.04,-15.63,-6.44,7,594
"core","Clinton",1993-01-20,1994-07-01,18,-12.95,4.37,-21.51,-4.38,-12.68,-10.81,-15.4,-6.21,7,535
"core","Clinton",1993-01-20,1994-08-01,19,-11.15,4.37,-19.72,-2.59,-10.88,-10.57,-15.17,-5.98,7,518
"core","Clinton",1993-01-20,1994-09-01,20,-12.2,4.37,-20.76,-3.64,-11.93,-9.19,-13.78,-4.59,7,517
"core","Clinton",1993-01-20,1994-10-01,21,-2.46,4.37,-11.02,6.11,-2.19,-8.59,-13.19,-4,7,528
"core","Clinton",1993-01-20,1994-11-01,22,-8.98,4.37,-17.54,-0.41,-8.71,-8.06,-12.65,-3.46,7,473
"core","Clinton",1993-01-20,1994-12-01,23,-13.39,4.37,-21.95,-4.83,-13.12,-7.37,-11.97,-2.78,7,506
"core","Clinton",1993-01-20,1995-01-01,24,-1.95,4.37,-10.51,6.62,-1.68,-6.3,-10.89,-1.7,7,509
"core","Clinton",1993-01-20,1995-02-01,25,-4.79,4.37,-13.36,3.77,-4.52,-3.34,-7.93,1.26,7,543
"core","Clinton",1993-01-20,1995-03-01,26,-1.77,4.37,-10.34,6.79,-1.51,-1.78,-6.38,2.81,7,462
"core","Clinton",1993-01-20,1995-04-01,27,3.33,4.37,-5.23,11.89,3.6,-2.74,-7.33,1.86,7,449
"core","Clinton",1993-01-20,1995-05-01,28,-7.06,4.37,-15.62,1.51,-6.79,-4.28,-8.88,0.31,7,530
"core","Clinton",1993-01-20,1995-06-01,29,-9.49,4.37,-18.06,-0.93,-9.22,-5.95,-10.55,-1.36,7,521
"core","Clinton",1993-01-20,1995-07-01,30,-5,4.37,-13.57,3.56,-4.74,-5.74,-10.34,-1.15,7,444
"core","Clinton",1993-01-20,1995-08-01,31,-4.69,4.37,-13.26,3.87,-4.42,-3.51,-8.11,1.08,7,390
"core","Clinton",1993-01-20,1995-09-01,32,0.34,4.37,-8.23,8.9,0.6,-1.65,-6.25,2.94,7,363
"core","Clinton",1993-01-20,1995-10-01,33,-0.22,4.37,-8.78,8.35,0.05,-0.23,-4.82,4.36,7,418
"core","Clinton",1993-01-20,1995-11-01,34,0.08,4.37,-8.48,8.65,0.35,-0.32,-4.92,4.27,7,421
"core","Clinton",1993-01-20,1995-12-01,35,1.95,4.37,-6.61,10.51,2.22,-1.46,-6.06,3.13,7,431
"core","Clinton",1993-01-20,1996-01-01,36,-8.23,4.37,-16.8,0.33,-7.96,-1.73,-6.33,2.86,7,446
"core","Clinton",1993-01-20,1996-02-01,37,0.9,4.37,-7.66,9.47,1.17,-1.65,-6.24,2.95,7,374
"core","Clinton",1993-01-20,1996-03-01,38,-1.1,4.37,-9.66,7.47,-0.83,-0.23,-4.83,4.36,7,430
"core","Clinton",1993-01-20,1996-04-01,39,2.91,4.37,-5.66,11.47,3.18,-0.84,-5.43,3.76,7,428
"core","Clinton",1993-01-20,1996-05-01,40,-0.69,4.37,-9.25,7.87,-0.42,-3.25,-7.84,1.35,7,456
"core","Clinton",1993-01-20,1996-06-01,41,-13.03,4.37,-21.59,-4.46,-12.76,-4.72,-9.31,-0.12,7,436
"core","Clinton",1993-01-20,1996-07-01,42,-3.43,4.37,-11.99,5.13,-3.16,-4.32,-8.92,0.27,7,451
"core","Clinton",1993-01-20,1996-08-01,43,-2.1,4.37,-10.66,6.47,-1.83,-0.8,-5.4,3.79,7,569
"core","Clinton",1993-01-20,1996-09-01,44,6.11,4.37,-2.46,14.67,6.38,1.7,-2.9,6.29,7,679
"core","Clinton",1993-01-20,1996-10-01,45,4.15,4.37,-4.42,12.71,4.41,2.08,-2.52,6.67,7,571
"core","Clinton",1993-01-20,1996-11-01,46,-2.38,4.37,-10.94,6.18,-2.11,1.25,-3.35,5.84,7,515
"core","Clinton",1993-01-20,1996-12-01,47,1.38,4.37,-7.18,9.94,1.65,-0.53,-5.12,4.07,7,424
"core","Clinton",1993-01-20,1997-01-01,48,-0.97,4.37,-9.53,7.6,-0.7,-2.42,-7.01,2.18,7,495
"core","Clinton",1993-01-20,1997-02-01,49,-4.8,4.37,-13.37,3.76,-4.53,-4.26,-8.86,0.33,7,553
"core","Clinton",1993-01-20,1997-03-01,50,-10.24,4.37,-18.81,-1.68,-9.97,-5.09,-9.68,-0.49,7,496
"core","Clinton",1993-01-20,1997-04-01,51,-1.48,4.37,-10.04,7.08,-1.21,-5.16,-9.76,-0.57,7,390
"core","Clinton",1993-01-20,1997-05-01,52,-4.4,4.37,-12.97,4.16,-4.14,-4,-8.6,0.59,7,444
"core","Clinton",1993-01-20,1997-06-01,53,-5.03,4.37,-13.59,3.54,-4.76,-2.67,-7.26,1.93,7,474
"core","Clinton",1993-01-20,1997-07-01,54,-0.48,4.37,-9.04,8.09,-0.21,-2,-6.6,2.59,7,400
"core","Clinton",1993-01-20,1997-08-01,55,1.77,4.37,-6.8,10.33,2.04,-1.62,-6.21,2.98,7,318
"core","Clinton",1993-01-20,1997-09-01,56,-5.89,4.37,-14.45,2.68,-5.62,-2.74,-7.33,1.86,7,413
"core","Clinton",1993-01-20,1997-10-01,57,0.12,4.37,-8.45,8.68,0.38,-5.03,-9.63,-0.44,7,492
"core","Clinton",1993-01-20,1997-11-01,58,-14.82,4.37,-23.39,-6.26,-14.55,-6.32,-10.92,-1.73,7,412
"core","Clinton",1993-01-20,1997-12-01,59,0.66,4.37,-7.9,9.23,0.93,-8.76,-13.35,-4.16,7,396
"core","Clinton",1993-01-20,1998-01-01,60,-16.79,4.37,-25.35,-8.22,-16.52,-9.9,-14.49,-5.3,7,686
"core","Clinton",1993-01-20,1998-02-01,61,-8.52,4.37,-17.08,0.04,-8.25,-11.71,-16.3,-7.11,7,619
"core","Clinton",1993-01-20,1998-03-01,62,-15.8,4.37,-24.36,-7.23,-15.53,-11.51,-16.1,-6.91,7,612
"core","Clinton",1993-01-20,1998-04-01,63,-9.7,4.37,-18.26,-1.13,-9.43,-9.66,-14.26,-5.07,7,426
"core","Clinton",1993-01-20,1998-05-01,64,-6.19,4.37,-14.75,2.37,-5.92,-7.28,-11.88,-2.69,7,361
"core","Clinton",1993-01-20,1998-06-01,65,-3.89,4.37,-12.45,4.68,-3.62,-7.17,-11.76,-2.57,7,391
"core","Clinton",1993-01-20,1998-07-01,66,-4.39,4.37,-12.96,4.17,-4.13,-11.79,-16.39,-7.2,7,379
"core","Clinton",1993-01-20,1998-08-01,67,-23.64,4.37,-32.2,-15.07,-23.37,-17.16,-21.76,-12.57,7,604
"core","Clinton",1993-01-20,1998-09-01,68,-28.55,4.37,-37.12,-19.99,-28.28,-20.06,-24.66,-15.47,7,960
"core","Clinton",1993-01-20,1998-10-01,69,-15.38,4.37,-23.94,-6.82,-15.11,-20.04,-24.63,-15.44,7,506
"core","Clinton",1993-01-20,1998-11-01,70,-14.2,4.37,-22.76,-5.64,-13.93,-18.18,-22.77,-13.58,7,364
"core","Clinton",1993-01-20,1998-12-01,71,-22.96,4.37,-31.52,-14.39,-22.69,-16.92,-21.51,-12.32,7,657
"core","Clinton",1993-01-20,1999-01-01,72,-14.15,4.37,-22.71,-5.58,-13.88,-16.51,-21.11,-11.92,7,700
"core","Clinton",1993-01-20,1999-02-01,73,-15.15,4.37,-23.72,-6.59,-14.89,-15.04,-19.64,-10.45,7,551
"core","Clinton",1993-01-20,1999-03-01,74,-12.59,4.37,-21.16,-4.03,-12.32,-14.72,-19.32,-10.13,7,332
"core","Clinton",1993-01-20,1999-04-01,75,-15.37,4.37,-23.93,-6.8,-15.1,-14.3,-18.89,-9.71,7,351
"core","Clinton",1993-01-20,1999-05-01,76,-18.66,4.37,-27.23,-10.1,-18.4,-11.77,-16.37,-7.18,7,312
"core","Clinton",1993-01-20,1999-06-01,77,-3.59,4.37,-12.15,4.98,-3.32,-9.26,-13.86,-4.67,7,338
"core","Clinton",1993-01-20,1999-07-01,78,-2.96,4.37,-11.52,5.61,-2.69,-7.18,-11.77,-2.58,7,317
"core","Clinton",1993-01-20,1999-08-01,79,-11.52,4.37,-20.08,-2.95,-11.25,-6.56,-11.15,-1.96,7,259
"core","Clinton",1993-01-20,1999-09-01,80,-5.85,4.37,-14.42,2.71,-5.59,-6.92,-11.52,-2.33,7,272
"core","Clinton",1993-01-20,1999-10-01,81,-6.3,4.37,-14.86,2.27,-6.03,-6.58,-11.18,-1.99,7,296
"core","Clinton",1993-01-20,1999-11-01,82,-3.8,4.37,-12.37,4.76,-3.54,-6.32,-10.92,-1.73,7,356
"core","Clinton",1993-01-20,1999-12-01,83,-11.48,4.37,-20.04,-2.91,-11.21,-5.56,-10.16,-0.97,7,249
"core","Clinton",1993-01-20,2000-01-01,84,-0.9,4.37,-9.46,7.67,-0.63,-5.11,-9.7,-0.51,7,359
"core","Clinton",1993-01-20,2000-02-01,85,-4.29,4.37,-12.86,4.27,-4.03,-3.58,-8.18,1.01,7,295
"core","Clinton",1993-01-20,2000-03-01,86,-4.23,4.37,-12.79,4.34,-3.96,-2.81,-7.4,1.79,7,429
"core","Clinton",1993-01-20,2000-04-01,87,1.14,4.37,-7.43,9.7,1.41,-3.86,-8.45,0.74,7,250
"core","Clinton",1993-01-20,2000-05-01,88,-6.93,4.37,-15.5,1.63,-6.67,-4.45,-9.05,0.14,7,315
"core","Clinton",1993-01-20,2000-06-01,89,-8.94,4.37,-17.5,-0.37,-8.67,-5.14,-9.73,-0.54,7,286
"core","Clinton",1993-01-20,2000-07-01,90,-0.4,4.37,-8.97,8.16,-0.13,-5.19,-9.78,-0.59,7,394
"core","Clinton",1993-01-20,2000-08-01,91,-8.03,4.37,-16.59,0.53,-7.76,-3.46,-8.05,1.14,7,457
"core","Clinton",1993-01-20,2000-09-01,92,-0.28,4.37,-8.85,8.28,-0.02,-2.53,-7.13,2.06,7,409
"core","Clinton",1993-01-20,2000-10-01,93,-0.85,4.37,-9.42,7.71,-0.59,-1.47,-6.06,3.13,7,351
"core","Clinton",1993-01-20,2000-11-01,94,-1.36,4.37,-9.92,7.2,-1.09,-1.71,-5.89,2.48,7,416
"core","Clinton",1993-01-20,2000-12-01,95,0.01,4.37,-8.55,8.58,0.28,-2.36,-7.55,2.83,7,421
"core","Clinton",1993-01-20,2001-01-01,96,-5.29,3.1,-11.36,0.79,-5.33,-3.2,-10.49,4.09,7,287
"core","Eisenhower",1953-01-20,1953-01-01,0,-3.39,3.34,-9.94,3.17,-3.8,3.19,-6.95,13.33,6,114
"core","Eisenhower",1953-01-20,1953-02-01,1,14.94,4.72,5.69,24.18,15.29,4.37,-2.87,11.61,6,189
"core","Eisenhower",1953-01-20,1953-03-01,2,3.2,5.16,-6.92,13.33,3.9,5.65,-0.18,11.49,5,145
"core","Eisenhower",1953-01-20,1953-04-01,3,5.19,5.16,-4.93,15.31,5.89,6.06,-0.35,12.47,5,184
"core","Eisenhower",1953-01-20,1953-05-01,4,5.15,5.16,-4.97,15.27,5.85,6.63,0.22,13.04,5,179
"core","Eisenhower",1953-01-20,1953-06-01,5,9.33,4.72,0.09,18.58,9.68,8.35,1.95,14.76,6,206
"core","Eisenhower",1953-01-20,1953-07-01,6,11.05,4.72,1.81,20.3,11.4,9.49,3.08,15.9,6,211
"core","Eisenhower",1953-01-20,1953-08-01,7,10.02,4.72,0.77,19.26,10.37,8.41,2,14.82,6,155
"core","Eisenhower",1953-01-20,1953-09-01,8,8.43,5.16,-1.69,18.55,9.13,5.77,-0.64,12.18,5,157
"core","Eisenhower",1953-01-20,1953-10-01,9,-3.96,5.16,-14.08,6.16,-3.26,4.27,-2.13,10.68,5,169
"core","Eisenhower",1953-01-20,1953-11-01,10,6.92,5.16,-3.2,17.04,7.62,4.37,-2.04,10.77,5,140
"core","Eisenhower",1953-01-20,1953-12-01,11,4.73,5.16,-5.4,14.85,5.42,6.21,-0.2,12.62,5,184
"core","Eisenhower",1953-01-20,1954-01-01,12,13.37,4.72,4.13,22.62,13.72,6.25,-0.16,12.66,6,187
"core","Eisenhower",1953-01-20,1954-02-01,13,0.43,5.78,-10.9,11.75,1.52,5.52,-0.89,11.93,4,100
"core","Eisenhower",1953-01-20,1954-03-01,14,3.93,4.72,-5.32,13.17,4.28,3.78,-2.63,10.18,6,133
"core","Eisenhower",1953-01-20,1954-04-01,15,4.89,5.16,-5.23,15.01,5.59,2.05,-4.36,8.45,5,117
"core","Eisenhower",1953-01-20,1954-05-01,16,-0.55,5.78,-11.87,10.78,0.55,1.14,-5.27,7.55,4,109
"core","Eisenhower",1953-01-20,1954-06-01,17,-2.68,5.78,-14.01,8.64,-1.59,1.22,-5.19,7.62,4,113
"core","Eisenhower",1953-01-20,1954-07-01,18,3.41,5.16,-6.72,13.53,4.11,3.17,-3.24,9.57,5,105
"core","Eisenhower",1953-01-20,1954-08-01,19,7.62,4.72,-1.62,16.87,7.97,6.8,0.39,13.21,6,161
"core","Eisenhower",1953-01-20,1954-09-01,20,9.75,5.77,-1.56,21.06,10.91,8.86,2.45,15.27,4,122
"core","Eisenhower",1953-01-20,1954-10-01,21,15.05,5.78,3.73,26.37,16.14,7.54,1.13,13.95,4,155
"core","Eisenhower",1953-01-20,1954-11-01,22,-0.9,5.77,-12.21,10.41,0.26,5.18,-1.23,11.59,4,109
"core","Eisenhower",1953-01-20,1954-12-01,23,1.86,5.16,-8.26,11.98,2.56,2.92,-3.48,9.33,5,104
"core","Eisenhower",1953-01-20,1955-01-01,24,1.25,4.72,-7.99,10.5,1.8,2.93,-3.48,9.34,6,142
"core","Eisenhower",1953-01-20,1955-02-01,25,7.94,5.17,-2.19,18.08,8.54,2.94,-3.46,9.35,5,124
"core","Eisenhower",1953-01-20,1955-03-01,26,1.52,5.17,-8.61,11.65,2.12,2.83,-3.58,9.24,5,119
"core","Eisenhower",1953-01-20,1955-04-01,27,-2.32,5.16,-12.45,7.8,-1.68,4.02,-2.39,10.43,5,124
"core","Eisenhower",1953-01-20,1955-05-01,28,8.28,5.16,-1.84,18.4,8.92,5.73,-0.68,12.14,5,139
"core","Eisenhower",1953-01-20,1955-06-01,29,13.75,6.67,0.69,26.82,15.59,7.1,0.69,13.51,3,120
"core","Eisenhower",1953-01-20,1955-07-01,30,2.73,4.72,-6.51,11.98,3.08,7.09,0.68,13.49,6,153
"core","Eisenhower",1953-01-20,1955-08-01,31,5.64,6.67,-7.43,18.71,7.48,5.25,-1.15,11.66,3,112
"core","Eisenhower",1953-01-20,1955-09-01,32,5.02,5.78,-6.31,16.34,6.11,4.25,-2.16,10.66,4,148
"core","Eisenhower",1953-01-20,1955-10-01,33,2.72,5.16,-7.4,12.84,3.42,5.61,-0.8,12.02,5,133
"core","Eisenhower",1953-01-20,1955-11-01,34,3.93,6.67,-9.13,17,5.77,8.37,1.96,14.78,3,94
"core","Eisenhower",1953-01-20,1955-12-01,35,19.66,5.16,9.53,29.78,20.35,10.29,3.88,16.7,5,107
"core","Eisenhower",1953-01-20,1956-01-01,36,10.01,4.72,0.76,19.25,10.36,9.71,3.3,16.12,6,171
"core","Eisenhower",1953-01-20,1956-02-01,37,8.02,6.67,-5.04,21.09,9.86,7.22,0.81,13.63,3,134
"core","Eisenhower",1953-01-20,1956-03-01,38,-6.54,5.78,-17.86,4.78,-5.45,7.37,0.96,13.78,4,158
"core","Eisenhower",1953-01-20,1956-04-01,39,20.63,5.17,10.49,30.76,21.22,8.99,2.58,15.4,5,115
"core","Eisenhower",1953-01-20,1956-05-01,40,9.01,5.16,-1.11,19.14,9.71,11.31,4.9,17.72,5,112
"core","Eisenhower",1953-01-20,1956-06-01,41,16.29,5.77,4.98,27.6,17.45,10.74,4.34,17.15,4,138
"core","Eisenhower",1953-01-20,1956-07-01,42,-0.92,5.16,-11.04,9.2,-0.22,10.42,4.01,16.82,5,118
"core","Eisenhower",1953-01-20,1956-08-01,43,19.28,4.72,10.03,28.52,19.63,10.21,3.8,16.62,6,150
"core","Eisenhower",1953-01-20,1956-09-01,44,6.58,5.78,-4.74,17.9,7.67,14.25,7.84,20.66,4,160
"core","Eisenhower",1953-01-20,1956-10-01,45,15.92,4.72,6.68,25.17,16.27,17.87,11.46,24.28,6,253
"core","Eisenhower",1953-01-20,1956-11-01,46,34.25,5.16,24.13,44.38,34.95,15.8,9.39,22.21,5,216
"core","Eisenhower",1953-01-20,1956-12-01,47,9.03,6.67,-4.04,22.1,10.87,10.49,4.08,16.9,3,53
"core","Eisenhower",1953-01-20,1957-01-01,48,-10.89,4.72,-20.14,-1.65,-10.54,4.07,-2.34,10.48,6,147
"core","Eisenhower",1953-01-20,1957-02-01,49,3.14,5.78,-8.18,14.46,4.24,0.73,-5.68,7.14,4,105
"core","Eisenhower",1953-01-20,1957-03-01,50,6.48,4.72,-2.77,15.72,6.83,2.23,-4.18,8.64,6,103
"core","Eisenhower",1953-01-20,1957-04-01,51,0.53,5.78,-10.79,11.86,1.63,3.09,-3.32,9.5,4,87
"core","Eisenhower",1953-01-20,1957-05-01,52,5.14,5.17,-4.99,15.27,5.73,1.01,-5.4,7.42,5,88
"core","Eisenhower",1953-01-20,1957-06-01,53,-3.52,5.17,-13.65,6.62,-2.92,-1.96,-8.37,4.45,5,98
"core","Eisenhower",1953-01-20,1957-07-01,54,-3.47,5.77,-14.78,7.84,-2.31,-5.43,-11.84,0.98,4,56
"core","Eisenhower",1953-01-20,1957-08-01,55,-14.31,5.17,-24.44,-4.18,-13.72,-6.39,-12.8,0.02,5,97
"core","Eisenhower",1953-01-20,1957-09-01,56,-3.74,5.78,-15.07,7.58,-2.65,-5.86,-12.27,0.55,4,93
"core","Eisenhower",1953-01-20,1957-10-01,57,-0.78,4.72,-10.03,8.46,-0.44,-3.8,-10.21,2.61,6,97
"core","Eisenhower",1953-01-20,1957-11-01,58,-5.7,5.78,-17.02,5.63,-4.6,-0.98,-7.39,5.42,4,91
"core","Eisenhower",1953-01-20,1957-12-01,59,2.73,5.78,-8.6,14.05,3.82,0.97,-5.44,7.38,4,90
"core","Eisenhower",1953-01-20,1958-01-01,60,5.26,5.78,-6.06,16.58,6.29,2.99,-3.42,9.4,4,90
"core","Eisenhower",1953-01-20,1958-02-01,61,3.78,5.78,-7.55,15.1,4.81,3.2,-3.21,9.61,4,93
"core","Eisenhower",1953-01-20,1958-03-01,62,3.78,5.78,-7.54,15.1,4.81,1.35,-5.05,7.76,4,78
"core","Eisenhower",1953-01-20,1958-04-01,63,-4.75,5.78,-16.07,6.58,-3.72,0.25,-6.16,6.66,4,72
"core","Eisenhower",1953-01-20,1958-05-01,64,-0.09,5.77,-11.4,11.22,1.07,0.36,-6.05,6.77,4,99
"core","Eisenhower",1953-01-20,1958-06-01,65,2.88,6.67,-10.18,15.95,3.52,2.38,-4.03,8.79,3,74
"core","Eisenhower",1953-01-20,1958-07-01,66,4.89,5.17,-5.24,15.03,5.49,4.22,-2.19,10.62,5,125
"core","Eisenhower",1953-01-20,1958-08-01,67,7.94,5.16,-2.18,18.07,8.59,5.1,-1.31,11.51,5,103
"core","Eisenhower",1953-01-20,1958-09-01,68,0.46,5.77,-10.85,11.77,1.61,5.9,-0.51,12.31,4,64
"core","Eisenhower",1953-01-20,1958-10-01,69,11.6,5.17,1.47,21.74,12.2,5.56,-0.85,11.97,5,131
"core","Eisenhower",1953-01-20,1958-11-01,70,2.7,8.16,-13.3,18.69,4.35,4.53,-1.88,10.94,2,42
"core","Eisenhower",1953-01-20,1958-12-01,71,6.25,8.16,-9.75,22.24,7.89,2.08,-4.33,8.49,2,35
